Nhóm,Mã,Bộ ,Tên,Thành phần trong 1 bộ ,Đơn giá bộ ,Công ty ,Hãng,Nước sản xuất,% thầu 2025,SL thầu,2025,Tổng,SL thầu năm trước
Giá đỡ (stent) các loại,Giá đỡ 28,"Bộ khung giá đỡ (stent) kiểu hybrid kèm bóng nong kép cho động mạch chủ, động mạch phổi, mạch máu ngoại biên các cỡ",Giá đỡ 28,1,"64,000,000",Công ty TNHH Một Thành Viên CVS Medical,Andramed,Đức,0.00,10,0,0,0
Giá đỡ (stent) các loại,Giá đỡ 29,Khung giá đỡ (stent) mạch máu não cho sơ vữa động mạch nội sọ,Giá đỡ 29,1,"73,500,000",Công ty TNHH Dược Phẩm và TTBYT Hoàng Đức,Stryker Neurovascular,Ireland,23.33,30,7,7,0
Giá đỡ (stent) các loại,Giá đỡ 30,Dụng cụ kéo huyết khối dạng stent,Giá đỡ 30,1,"58,000,000",Công ty TNHH Sang Thu,Balt,Pháp,20.00,5,1,1,0
Giá đỡ (stent) các loại,Giá đỡ 31,"Khung giá đỡ (stent) chuyển dòng loại mềm dạng sợi bện, có thiết kế hình nón",Giá đỡ 31,1,"210,000,000",Công ty TNHH Sang Thu,Balt,Pháp,0.00,5,0,0,0
Giá đỡ (stent) các loại,Giá đỡ 32,"Khung giá đỡ (stent) mạch máu não kích thước nhỏ, có thể thu hồi",Giá đỡ 32,1,"80,000,000",Công ty TNHH Sang Thu,Balt,Pháp,0.00,5,0,0,0
Giá đỡ (stent) các loại,Giá đỡ 33,Hệ thống khung giá đỡ động mạch (Hybrid stent graft system) kèm đoạn mạch nhân tạo,Giá đỡ 33,1,"325,000,000",Công ty CP Dược Phẩm Thống Nhất,Jotec Gmbh,Đức,0.00,1,0,0,0
Giá đỡ (stent) các loại,Giá đỡ 34,Khung giá đỡ (stent) đường mật bằng kim loại có marker cản quang,Giá đỡ 34,1,"19,980,000",Công ty CP TTBYT Đại Dương,Nextbiomedical,Hàn Quốc,0.00,10,0,0,0
Giá đỡ (stent) các loại,Giá đỡ 35,Khung giá đỡ (stent) niệu đạo phủ toàn bộ bằng kim loại các cỡ,Giá đỡ 35,1,"28,000,000",Công ty CP TTBYT Đại Dương,Allium,Israel,0.00,10,0,0,0
Giá đỡ (stent) các loại,Giá đỡ 36,"Khung giá đỡ (stent) niệu quản, phủ toàn bộ bằng kim loại",Giá đỡ 36,1,"25,000,000",Công ty CP TTBYT Đại Dương,Allium,Israel,0.00,20,0,0,0
Giá đỡ (stent) các loại,Giá đỡ 37,Khung giá đỡ (stent) tiền liệt tuyến phủ toàn bộ bằng kim loại,Giá đỡ 37,1,"28,000,000",Công ty CP TTBYT Đại Dương,Allium,Israel,0.00,10,0,0,0
Giá đỡ (stent) các loại,Giá đỡ 38,"Stent đường mật bằng nhựa thẳng, cong đuôi lợn",Giá đỡ 38,1,"630,000",Công ty CP TTBYT Đại Dương,Surgimedik,Ấn Độ,0.00,10,0,0,0
Giá đỡ (stent) các loại,Giá đỡ 39,Bộ stent graft cho can thiệp động mạch chủ bụng kiểu không đối xứng kèm phụ kiện,Giá đỡ 39,1,"290,000,000",Công ty CP Thương Mại Cổng Vàng,JOTEC GmbH,Đức,100.00,3,3,3,0
Giá đỡ (stent) các loại,Giá đỡ 40,Stent graft bổ sung cho can thiệp phình hoặc bóc tách động mạch chủ,Giá đỡ 40,1,"75,000,000",Công ty CP Thương Mại Cổng Vàng,JOTEC GmbH,Đức,0.00,10,0,0,0
Cover stent,Cover stent 1,Khung giá đỡ (stent) động mạch chủ ngực và ngoại vi có phủ 2 lớp trong và ngoài,Cover stent 1,1,"66,000,000",Công ty TNHH Một Thành Viên CVS Medical,Atrium,Mỹ,10.00,10,1,1,0
Cover stent,Cover stent 2,Khung giá đỡ (stent) động mạch có màng bọc dùng trong trường hợp cấp cứu,Cover stent 2,1,"73,000,000",Công ty CP TTBYT Đại Dương,Insitu,Mỹ,20.00,5,1,1,0
Stent động mạch cảnh ,Stent ĐMC,Khung giá đỡ (stent) mạch cảnh,Stent ĐMC,1,"26,500,000",Công ty CP Thiết Bị Y Tế VNT,Ev3,Mỹ,48.09,131,63,63,0
Stent động mạch chi ,Stent ĐM chi 1,Khung giá đỡ (stent) động mạch ngoại vi loại tự nở,Stent ĐM chi 1,1,"21,000,000",Công ty TNHH Thiên Việt,Optimed,Đức,120.00,10,12,12,0
Stent động mạch chi ,Stent ĐM chi 2,Khung giá đỡ (stent) nhớ hình nong mạch máu ngoại vi,Stent ĐM chi 2,1,"22,000,000",Công ty CP Thiết Bị Y Tế VNT,Ev3,Mỹ,63.33,90,57,57,0
Stent động mạch chi ,Stent ĐM chi 3,"Khung giá đỡ (stent) động mạch ngoại vi tự giãn nở, thiết kế vòng zigzag nhiều đỉnh",Stent ĐM chi 3,1,"20,000,000",Công ty TNHH Xuân Vy,USM Healthcare,Việt Nam,18.00,50,9,9,0
Stent động mạch chi ,Stent ĐM chi 4,Bộ stent graft cho can thiệp động mạch chậu kèm phụ kiện,Stent ĐM chi 4,1,"120,000,000",Công ty CP Thương Mại Cổng Vàng,JOTEC GmbH,Đức,0.00,3,0,0,0
Stent động mạch chi ,Stent ĐM chi 5,Bộ stent graft cho can thiệp động mạch chủ - chậu kèm phụ kiện,Stent ĐM chi 5,1,"120,000,000",Công ty CP Thương Mại Cổng Vàng,JOTEC GmbH,Đức,0.00,3,0,0,0
Stent động mạch thận,Stent ĐMT,Khung giá đỡ (stent) động mạch thận và mạch ngoại vi,Stent ĐMT,1,"17,900,000",Công ty TNHH IDS Medical Systems Việt Nam,Biotronik AG,Thụy Sĩ,90.00,20,18,18,0
Stent động mạch vành phủ thuốc,Stent ĐMV 1,"Khung giá đỡ (stent) động mạch vành không polymer phủ hỗn hợp thuốc, chất liệu cobalt chromium cho các tổn thương phức tạp",Stent ĐMV 1,1,"41,500,000",Liên Danh Công ty CP TTBYT Ngọc Lam – Việt Linh,CID S.p.A,Ý,95.00,20,19,19,0
Stent động mạch vành phủ thuốc,Stent ĐMV 2,"Khung giá đỡ (stent) động mạch vành phủ hỗn hợp thuốc, chất liệu cobalt chromium",Stent ĐMV 2,1,"40,500,000",Liên Danh Công ty CP TTBYT Ngọc Lam – Việt Linh,CID S.p.A,Ý,75.00,20,15,15,0
Stent động mạch vành phủ thuốc,Stent ĐMV 3,Khung giá đỡ (stent) động mạch vành sinh học phủ thuốc điều trị kép các cỡ,Stent ĐMV 3,1,"42,000,000",Công ty TNHH Thương Mại và Dịch Vụ Kỹ thuật Phúc Tín,OrbusNeich,Hà Lan,78.00,50,39,39,0
Stent động mạch vành phủ thuốc,Stent ĐMV 4,"Khung giá đỡ (stent) động mạch vành, chất liệu platinum chromium, bọc thuốc Everolimus",Stent ĐMV 4,1,"40,000,000",Công ty TNHH Thương Mại và Dịch Vụ Việt Thắng,Boston Scientific,Ireland,82.50,40,33,33,0
Stent động mạch vành phủ thuốc,Stent ĐMV 5,"Khung giá đỡ (stent) động mạch vành, chất liệu platinum chromium, bọc thuốc trên nền polymer tự tiêu",Stent ĐMV 5,1,"45,500,000",Công ty TNHH Thương Mại và Dịch Vụ Việt Thắng,Boston Scientific,Ireland,72.00,50,36,36,0
Stent động mạch vành phủ thuốc,Stent ĐMV 6,Khung giá đỡ (stent) động mạch vành loại phủ thuốc bề mặt phủ lớp polymer tự tiêu,Stent ĐMV 6,1,"42,980,000",Công ty TNHH Thanh Phương,TERUMO,Nhật Bản,0.00,30,0,0,0
Stent động mạch vành phủ thuốc,Stent ĐMV 7,"Khung giá đỡ (stent) động mạch vành phủ thuốc zotalimus, cấu trúc hình sin",Stent ĐMV 7,1,"45,000,000",Liên Danh Công ty TNHH Thương Mại Tổng Hợp Vinatrading – Thanh Phương,Medtronic,Ireland,112.00,50,56,56,0
Stent động mạch vành phủ thuốc,Stent ĐMV 8,Khung giá đỡ (stent) động mạch vành phủ thuốc sirolimus chất liệu cobalt chromium,Stent ĐMV 8,1,"29,300,000",Công ty TNHH Xuân Vy,USM Healthcare,Việt Nam,33.50,200,67,67,0
Stent động mạch vành phủ thuốc,Stent ĐMV 9,"Khung giá đỡ (stent) động mạch vành phủ thuốc sirolimus, kỹ thuật xếp bóng 2-4 cánh các cỡ",Stent ĐMV 9,1,"25,750,000",Công ty TNHH Xuân Vy,USM Healthcare,Việt Nam,82.78,180,149,149,0
Stent động mạch vành phủ thuốc,Stent ĐMV 10,Khung giá đỡ (stent) động mạch vành phủ thuốc bề mặt rộng,Stent ĐMV 10,1,"37,500,000",Công ty CP TTBYT Đại Dương,Minvasys,Pháp,8.00,50,4,4,0
Stent động mạch vành phủ thuốc,Stent ĐMV 11,Khung giá đỡ (stent) động mạch vành phủ thuốc sirolimus tác động kép,Stent ĐMV 11,1,"41,515,500",Công ty TNHH IDS Medical Systems Việt Nam,Biotronik AG,Thụy Sĩ,118.00,50,59,59,0
Stent động mạch vành phủ thuốc,Stent ĐMV 12,"Khung giá đỡ (stent) động mạch vành bọc thuốc everolimus trên chất liệu kim loại cobalt chromium, nở trên bóng",Stent ĐMV 12,1,"44,000,000",Công ty CP Y Tế Nhất Minh,Abbott Vascular,Ireland,65.00,40,26,26,0
Stent động mạch vành phủ thuốc,Stent ĐMV 13,"Khung giá đỡ (Stent) động mạch vành phủ thuốc everolimus, có tiết diện cắt ngang siêu nhỏ",Stent ĐMV 13,1,"45,400,000",Công ty CP Y Tế Nhất Minh,Abbott Vascular,Ireland,100.00,20,20,20,0
Stent graft động mạch chủ ngực ,Stent graft động mạch chủ ngực ,"Bộ stent graft cho can thiệp động mạch chủ ngực, có hệ thống đẩy dạng hạt",Stent graft động mạch chủ ngực ,1,"265,000,000",Công ty CP Thương Mại Cổng Vàng,JOTEC GmbH,Đức,33.33,3,1,1,0
