Nhóm,Mã,Bộ ,Tên,Thành phần trong 1 bộ ,Đơn giá bộ ,Công ty ,Hãng,Nước sản xuất,% thầu 2025,SL thầu,2025,Tổng,SL thầu năm trước
"Giá đỡ (stent) các loại, các cỡ khác",G12129.07,Stent graft nối dài cho động mạch chủ ngực,G12129.07,1,"60,000,000",0,Bolton Medical Inc,Mỹ,0.00,5,0,0,Stent graft động mạch chủ
"Giá đỡ (stent) các loại, các cỡ khác",G12136.02,"Stent kim loại đường mật tự bung, có cover",G12136.02,1,"22,000,000",6,MI Tech,Hàn Quốc,40.00,15,6,6,Stent đường mật
"Giá đỡ (stent) các loại, các cỡ khác",G12136.03,Stent kim loại tá tràng tự bung có cover hoặc không cover,G12136.03,1,"24,150,000",0,MI Tech,Hàn Quốc,0.00,20,0,0,Stent tá tràng
"Giá đỡ (stent) các loại, các cỡ khác",STE48944,Stent kim loại cho kỹ thuật Tips,STE48944,1,"28,865,000",2,"Tae Woong Medical Co., Ltd./ Hàn Quốc",Hàn Quốc,3.33,60,2,2,Stent can thiệp gan mật/TIPS
"Khung giá đỡ (stent có màng bọc, cover stent) các loại, các cỡ",COVER STENT,Khung giá đỡ (stent) có màng bọc tự nở,COVER STENT,1,"65,000,000",0,"Angiomed GmbH &Co.
 Medizintechnik",Đức,0.00,2,0,0,Stent có màng bọc
"Stent động mạch cảnh các loại, các cỡ",G12107.18,Khung giá đỡ (stent) mạch cảnh,G12107.18,1,"26,500,000",184,EV3 Inc,Mỹ,141.54,130,184,184,Stent động mạch cảnh
"Stent động mạch cảnh các loại, các cỡ",KHU48879,Khung giá đỡ (stent) động mạch cảnh chất liệu nitinol dạng mắt lưới.,KHU48879,1,"28,000,000",4,Abbott Vascular,Mỹ,80.00,5,4,4,Stent động mạch cảnh
"Stent động mạch chi các loại, các cỡ",G12111.04,Khung giá đỡ (Stent) động mạch đùi có màng bọc sinh học vĩnh viễn,G12111.04,1,"22,000,000",0,CID S.p.A,Italy,0.00,10,0,0,Stent động mạch ngoại đùi
"Stent động mạch chi các loại, các cỡ",G12120.04,"Khung giá đỡ (stent) động mạch có màng bọc, bung bằng bóng cho điều trị tổn thương xơ vữa động mạch chậu",G12120.04,1,"60,000,000",3,"ClearStream Technologies Ltd.,",Ireland,60.00,5,3,3,Stent động mạch ngoại vi
"Stent động mạch chi các loại, các cỡ",G12128.07,Khung giá đỡ (stent) động mạch ngoại vi dạng lưới đan,G12128.07,1,"21,000,000",17,Optimed Medizinische Instrumete GmbH,Đức,42.50,40,17,17,Stent động mạch ngoại vi
"Stent động mạch chi các loại, các cỡ",G12132.24,Stent graft nối dài cho động mạch chậu,G12132.24,1,"60,000,000",0,Bolton Medical Inc,Mỹ,0.00,5,0,0,Stent graft động mạch chậu
"Stent động mạch chi các loại, các cỡ",G12132.27,Khung giá đỡ (stent) động mạch chậu bung bằng bóng các cỡ,G12132.27,1,"22,000,000",0,Abbott Vascular,Ireland,0.00,5,0,0,Stent động mạch chậu
"Stent động mạch chi các loại, các cỡ",G12142.03,Khung giá đỡ (stent) động mạch ngoại vi tự giãn nở,G12142.03,1,"18,200,000",11,USM Healthcare,Việt Nam,110.00,10,11,11,Stent động mạch ngoại vi
"Stent động mạch thận các loại, các cỡ",G12102.05,Khung giá đỡ (stent) động mạch thận và mạch ngoại vi,G12102.05,1,"17,900,000",38,Biotronik AG,Thụy Sĩ,126.67,30,38,38,Stent động mạch thận
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12100.03,Khung giá đỡ (stent) động mạch vành sinh học phủ thuốc điều trị kép các cỡ,G12100.03,1,"39,500,000",103,OrbusNeich Medical B.V.,Hà Lan,206.00,50,103,103,Stent động mạch vành
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12102.06,"Khung giá đỡ (stent) động mạch vành phủ thuốc, ngăn khả năng khuếch tán ion kim loại",G12102.06,1,"41,220,000",59,Biotronik AG,Thụy Sĩ,118.00,50,59,59,Stent động mạch vành
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12110.09,"Khung giá đỡ (stent) mạch vành phủ thuốc, bề mặt nhám có lỗ nhỏ chứa thuốc.",G12110.09,1,"31,450,000",96,Translumina GmbH,Đức,192.00,50,96,96,Stent động mạch vành
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12111.05,"Khung giá đỡ (stent) động mạch vành bọc màng sinh học có phủ thuốc, cho các tổn thương phức tạp",G12111.05,1,"38,300,000",96,CID S.p.A,Italy,192.00,50,96,96,Stent động mạch vành
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12117.02,"Khung giá đỡ (stent) động mạch vành bọc thuốc everolimus trên chất liệu kim loại cobalt chromium, nở trên bóng",G12117.02,1,"43,500,000",17,Abbott Vascular,Ireland,42.50,40,17,17,Stent động mạch vành
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12117.03,"Khung giá đỡ động mạch vành phủ thuốc everolimus, có tiết diện cắt ngang siêu nhỏ",G12117.03,1,"43,500,000",22,Abbott Vascular,Ireland,110.00,20,22,22,Stent động mạch vành
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12119.04,"Khung giá đỡ (Stent) động mạch vành phủ thuốc Sirolimus, cấu trúc thanh mỏng.",G12119.04,1,"36,000,000",30,Sahajanand Medical Technologies Ireland Limited,Ireland,100.00,30,30,30,Stent động mạch vành
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12119.05,"Khung giá đỡ (stent) mạch vành phủ thuốc sirolimus, khẩu kính đầu vào nhỏ",G12119.05,1,"36,000,000",10,Sahajanand Medical Technologies Ireland Limited,Ireland,33.33,30,10,10,Stent động mạch vành
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12124.02,"Khung giá đỡ (stent) mạch vành phủ thuốc sirolimus có gắn cản quang, biên dạng đầu típ nhỏ phủ ái nước",G12124.02,1,"22,500,000",159,Công ty cổ phần nhà máy TTBYT USM Healthcare,Việt Nam,159.00,100,159,159,Stent động mạch vành
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12132.20,Khung giá đỡ (stent) động mạch vành loại phủ thuốc bề mặt phủ lớp polymer tự tiêu có khả năng mở nhánh,G12132.20,1,"36,980,000",46,Ashitaka Factory of Terumo Corporation,Nhật Bản,115.00,40,46,46,Stent động mạch vành
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12134.23,Khung giá đỡ (stent) động mạch vành phủ thuốc zotalimus,G12134.23,1,"44,190,000",102,Medtronic Ireland,Ireland,204.00,50,102,102,Stent động mạch vành
"Stent động mạch vành phủ thuốc các loại, các cỡ",G12142.04,Khung giá đỡ (stent) mạch vành phủ thuốc sirolimus Polymer tự tiêu,G12142.04,1,"21,400,000",341,USM Healthcare,Việt Nam,117.59,290,341,341,Stent động mạch vành
"Stent graft động mạch chủ bụng các loại, các cỡ",G12104.11,Bộ stent graft điều trị phình động mạch chủ bụng,G12104.11,1,"340,000,000",12,Medtronic Ireland,Ireland,120.00,10,12,12,Stent graft động mạch chủ bụng 
"Stent graft động mạch chủ bụng các loại, các cỡ",G12132.02,Bộ stent graft động mạch chủ bụng loại thân chính phân nhánh,G12132.02,1,"280,000,000",1,Bolton Medical Inc,Mỹ,10.00,10,1,1,Stent graft động mạch chủ bụng 
"Stent graft động mạch chủ ngực các loại, các cỡ",G12104.10,Bộ stent graft cho động mạch chủ ngực phủ ái nước,G12104.10,1,"280,000,000",13,Medtronic Ireland,Ireland,130.00,10,13,13,Stent graft động mạch chủ ngực
"Stent graft động mạch chủ ngực các loại, các cỡ",G12132.01,Bộ stent graft cho động mạch chủ ngực,G12132.01,1,"259,500,000",5,Bolton Medical Inc,Mỹ,100.00,5,5,5,Stent graft động mạch chủ ngực
