Nhóm,Mã,Bộ ,Tên,Thành phần trong 1 bộ ,Đơn giá bộ ,Công ty ,Hãng,Nước sản xuất,% thầu 2025,SL thầu,2025,Tổng,SL thầu năm trước
Khớp gối,B000295,"Bộ khớp gối toàn phần, có xi măng, lồi cầu và mâm chày, thiết kế giải phẫu loại linh động loại 1",Khớp gối 11,4,"97,000,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,Đức,77.14,70,54,54,
Khớp gối,B000329,Bộ khớp gối toàn phần có xi măng loại cố định loại 1,Khớp gối 12,5,"65,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,10.00,80,8,8,
Khớp gối,B000330,Bộ khớp gối toàn phần có xi măng loại di động,Khớp gối 13,5,"70,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,0.00,80,0,0,
Khớp gối,B000592,Bộ khớp gối toàn phần cố định bảo tồn dây chằng chéo,Khớp gối 14,4,"69,500,000",CÔNG TY TNHH XUẤT NHẬP KHẨU HOÀNG NĂM,Corin Ltd,Vương quốc Liên hiệp Anh,126.67,45,57,57,
Khớp gối,B000527,Bộ khớp gối toàn phần cố định có trục cam chống trượt,Khớp gối 15,4,"69,500,000",CÔNG TY TNHH XUẤT NHẬP KHẨU HOÀNG NĂM,Corin Ltd,Vương quốc Liên hiệp Anh,130.00,40,52,52,
Khớp gối,B000589,Bộ khớp gối toàn phần có xi măng bảo tồn xương,Khớp gối 16,1,"48,500,000",CÔNG TY TNHH Y TẾ VIỆT TIẾN,MAXX ORTHOPEDICS INC.,Mỹ,0.00,50,0,0,
Khớp háng bán phần không xi măng,B000029,Bộ khớp háng bán phần không xi măng loại 5,Khớp háng bán phần  1,3,"43,900,000",CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,Signature Orthopaedics Europe Limited,Ireland,33.33,30,10,10,
Khớp háng bán phần không xi măng,B000538,Bộ khớp háng bán phần không xi chuôi dài loại 2,Khớp háng bán phần 2,3,"60,600,000",CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VIỆT SING,Smith&Nephew Inc,Mỹ,20.00,5,1,1,
Khớp háng bán phần không xi măng,B000539,Bộ khớp háng bán phần không xi măng loại 4,Khớp háng bán phần 3,3,"38,560,000",CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VIỆT SING,Smith&Nephew Inc,Thụy Sĩ,90.00,30,27,27,
Khớp háng bán phần không xi măng,B000189,Bộ khớp háng bán phần không xi măng loại 6,Khớp háng bán phần 4,1,"50,000,000",CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,Mathys Ltd Bettlach,Thụy Sỹ,0.00,5,0,0,
Khớp háng bán phần không xi măng,B000637,Bộ khớp háng bán phần không xi măng loại 1,Khớp háng bán phần 5,3,"42,200,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ VÀ VẬT TƯ Y TẾ HÀ NỘI,Atesos,Thụy Sỹ,100.00,30,30,30,
Khớp háng bán phần không xi măng,B000300,Bộ khớp háng bán phần không xi măng loại 3,Khớp háng bán phần 6,3,"41,500,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,130.00,20,26,26,
Khớp háng bán phần không xi măng,B000300,"Bộ khớp háng bán phần không xi măng, góc cổ chuôi 133/138 độ",Khớp háng bán phần 7,3,"38,500,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,110.00,20,22,22,
Khớp háng bán phần không xi măng,B000301,"Bộ khớp háng bán phần không xi măng, loại chuôi dạng mô đun, tuỳ chỉnh 360 độ, các cỡ",Khớp háng bán phần 8,5,"79,000,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,Đức,25.00,20,5,5,
Khớp háng bán phần không xi măng,B000331,Bộ khớp háng bán phần không xi măng tự định tâm,Khớp háng bán phần 9,3,"49,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,62.00,50,31,31,
Khớp háng bán phần không xi măng,B000498,Bộ khớp háng bán phần không xi măng loại 2,Khớp háng bán phần 10,3,"39,790,000",TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM -CTCP,United orthopedic Corporation,Đài Loan,100.00,10,10,10,
Khớp háng bán phần không xi măng,B000529,"Bộ khớp háng bán phần không xi măng, chuôi dài dạng thẳng góc cổ 130 độ",Khớp háng bán phần 11,3,"58,290,000",TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM -CTCP,United orthopedic Corporation,Đài Loan,33.33,30,10,10,
Khớp háng bán phần có xi măng,B000295,"Bộ khớp háng bán phần có xi măng, chuôi bóng, góc cổ chuôi 135 độ",Khớp háng bán phần xi 1,5,"37,200,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,80.00,30,24,21,
Khớp háng bán phần có xi măng,B000332,Bộ khớp háng bán phần có xi măng,Khớp háng bán phần xi 2,3,"39,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,0.00,50,0,0,
Khớp háng bán phần có xi măng,B000030,Bộ khớp háng bán phần có xi măng chuôi ngắn tự định tâm,Khớp háng bán phần xi 3,6,"41,000,000",CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,Signature Orthopaedics Europe Limited,Ireland,33.33,15,5,5,
Khớp háng bán phần có xi măng,B000540,Bộ khớp háng bán phần có xi măng. góc cổ chuôi 135 độ,Khớp háng bán phần xi 4,5,"38,280,000",CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VIỆT SING,Smith& Nephew Inc,Pháp,125.00,20,25,25,
Khớp háng toàn phần không xi măng,B000031,Bộ khớp háng toàn phần không xi măng 2 chuyển động loại 1,Khớp háng toàn phần 1,6,"84,000,000",CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,Signature Orthopaedics Europe Limited,Ireland,15.00,40,6,6,
Khớp háng toàn phần không xi măng,B000033,Bộ khớp háng toàn phần không xi măng loại 16,Khớp háng toàn phần 2,5,"87,000,000",CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,MicroPort Orthopedics Inc.,Hoa Kỳ,130.00,10,13,13,
Khớp háng toàn phần không xi măng,B000034,Bộ khớp háng toàn phần không xi măng loại 15,Khớp háng toàn phần 3,5,"79,000,000",CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,Signature Orthopaedics Europe Limited,Ireland,130.00,40,52,52,
Khớp háng toàn phần không xi măng,B000035,Bộ khớp háng toàn phần không xi măng chỏm lớn loại 1,Khớp háng toàn phần 4,5,"69,000,000",CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,MicroPort Orthopedics Inc.,Hoa Kỳ,0.00,5,0,0,
Khớp háng toàn phần không xi măng,B000036,Bộ khớp háng toàn phần không xi măng chỏm lớn loại 2,Khớp háng toàn phần 5,5,"69,000,000",CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,MicroPort Orthopedics Inc.,Hoa Kỳ,0.00,15,0,0,
Khớp háng toàn phần không xi măng,B000037,Bộ khớp háng toàn phần không xi măng chỏm lớn loại 3,Khớp háng toàn phần 6,5,"69,000,000",CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,Signature Orthopaedics Europe Limited,Ireland,23.08,65,15,15,
Khớp háng toàn phần không xi măng,B000044,Bộ khớp háng toàn phần không xi măng loại 11,Khớp háng toàn phần 7,5,"62,000,000",CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,"b-ONE Ortho, Corp.",Mỹ,0.00,5,0,0,
Khớp háng toàn phần không xi măng,B000541,Bộ khớp háng toàn phần không xi măng loại 8,Khớp háng toàn phần 8,5,"74,460,000",CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VIỆT SING,Smith& Nephew Inc,Thụy Sĩ,82.86,35,29,29,
Khớp háng toàn phần không xi măng,B000191,Bộ khớp háng toàn phần không xi măng loại 14,Khớp háng toàn phần 9,1,"75,000,000",CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ HẢI ĐĂNG VÀNG,Mathys Ltd Bettlach,Thụy Sỹ,100.00,10,10,10,
Khớp háng toàn phần không xi măng,B000194,Bộ khớp háng toàn phần không xi măng loại 2,Khớp háng toàn phần 10,5,"70,550,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ VÀ VẬT TƯ Y TẾ HÀ NỘI,Atesos,Thụy Sỹ,30.00,40,12,12,
Khớp háng toàn phần không xi măng,B000195,Bộ khớp háng toàn phần không xi măng loại 1,Khớp háng toàn phần 11,5,"79,350,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ VÀ VẬT TƯ Y TẾ HÀ NỘI,Atesos,Thụy Sỹ,76.67,60,46,46,
Khớp háng toàn phần không xi măng,B000210,Bộ khớp háng toàn phần không xi măng. chuôi dạng giải phẫu học. góc cổ thân chuôi 126 độ loại 1,Khớp háng toàn phần 12,4,"95,000,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ CỔNG VÀNG,Waldemar Link GmbH & Co. KG,Đức,49.33,150,74,74,
Khớp háng toàn phần không xi măng,B000211,Bộ khớp háng toàn phần không xi măng. chuôi dạng giải phẫu học. góc cổ thân chuôi 126 độ loại 2,Khớp háng toàn phần 13,4,"75,000,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ CỔNG VÀNG,Waldemar Link GmbH & Co. KG,Đức,100.00,30,30,30,
Khớp háng toàn phần không xi măng,B000212,Bộ khớp háng toàn phần không xi măng. chuôi giải phẫu học. góc cổ thân chuôi 126 độ,Khớp háng toàn phần 14,4,"75,000,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ CỔNG VÀNG,Waldemar Link GmbH & Co. KG,Đức,15.00,20,3,3,
Khớp háng toàn phần không xi măng,B000213,Bộ khớp háng toàn phần không xi măng. góc cổ thân chuôi 130 độ loại 4,Khớp háng toàn phần 15,4,"65,000,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ CỔNG VÀNG,Waldemar Link GmbH & Co. KG,Đức,20.00,20,4,4,
Khớp háng toàn phần không xi măng,B000214,Bộ khớp háng toàn phần không xi măng. góc cổ thân chuôi 130 độ loại 3,Khớp háng toàn phần 16,4,"85,000,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ CỔNG VÀNG,Waldemar Link GmbH & Co. KG,Đức,97.00,100,97,97,
Khớp háng toàn phần không xi măng,B000303,"Bộ khớp háng toàn phần thay lại không xi măng, chuôi dạng mô đun, dài 260mm, có vít chốt đầu xa, ổ cối in 3D loại 2",Khớp háng toàn phần 17,8,"133,500,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,33.33,3,1,1,
Khớp háng toàn phần không xi măng,B000278,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/135/138 độ, chỏm 32/36mm loại 1",Khớp háng toàn phần 18,5,"80,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,0.00,20,0,0,
Khớp háng toàn phần không xi măng,B000309,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/135/138 độ loại 1",Khớp háng toàn phần 19,4,"72,500,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,0.00,15,0,0,
Khớp háng toàn phần không xi măng,B000310,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/135/138 độ, ổ cối công nghệ in 3D loại 3",Khớp háng toàn phần 20,5,"75,500,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,34.29,35,12,12,
Khớp háng toàn phần không xi măng,B000312,"Bộ khớp háng toàn phần không xi măng, chỏm 32/36mm, góc cổ chuôi 133/135/138 độ",Khớp háng toàn phần 21,5,"73,500,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,100.00,10,10,10,
Khớp háng toàn phần không xi măng,B000313,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/135/138 độ loại 5",Khớp háng toàn phần 22,5,"60,500,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,100.00,3,3,3,
Khớp háng toàn phần không xi măng,B000314,"Bộ khớp háng toàn phần thay lại không xi măng, dạng mô đun loại 2",Khớp háng toàn phần 23,8,"133,500,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,Đức,60.00,5,3,3,
Khớp háng toàn phần không xi măng,B000315,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/138 độ loại 2",Khớp háng toàn phần 24,4,"63,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,0.00,10,0,0,
Khớp háng toàn phần không xi măng,B000316,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/138 độ loại 1",Khớp háng toàn phần 25,5,"66,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,0.00,10,0,0,
Khớp háng toàn phần không xi măng,B000317,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/135/138 độ loại 4",Khớp háng toàn phần 26,4,"69,500,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,0.00,10,0,0,
Khớp háng toàn phần không xi măng,B000318,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/135/138 độ loại 3",Khớp háng toàn phần 27,5,"72,500,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,80.00,10,8,8,
Khớp háng toàn phần không xi măng,B000319,"Bộ khớp háng toàn phần không xi măng góc cổ chuôi 133/138 độ, chỏm 28/32mm loại 1",Khớp háng toàn phần 28,5,"53,400,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,0.00,1,0,0,
Khớp háng toàn phần không xi măng,B000320,"Bộ khớp háng toàn phần không xi măng góc cổ chuôi 133/138 độ, chỏm 28/32mm loại 2",Khớp háng toàn phần 29,4,"50,400,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,0.00,1,0,0,
Khớp háng toàn phần không xi măng,B000321,"Bộ khớp háng toàn phần thay lại không xi măng, chuôi dài 200mm dạng mô đun, ổ cối in 3D loại 1",Khớp háng toàn phần 30,7,"107,500,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,Đức,0.00,5,0,0,
Khớp háng toàn phần không xi măng,B000322,"Bộ khớp háng toàn phần thay lại không xi măng, chuôi dài 200mm dạng mô đun, ổ cối in 3D loại 2",Khớp háng toàn phần 31,7,"117,000,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,Đức,0.00,2,0,0,
Khớp háng toàn phần không xi măng,B000323,"Bộ khớp háng toàn phần thay lại không xi măng, chuôi dạng mô đun, dài 260mm, có vít chốt đầu xa, ổ cối in 3D loại 1",Khớp háng toàn phần 32,8,"138,500,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,Đức,100.00,2,2,2,
Khớp háng toàn phần không xi măng,B000312,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/135/138 độ loại 2",Khớp háng toàn phần 33,5,"73,500,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,100.00,10,10,10,
Khớp háng toàn phần không xi măng,B000304,"Bộ khớp háng toàn phần thay lại không xi măng, dạng mô đun loại 1",Khớp háng toàn phần 34,9,"171,500,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,Đức,100.00,3,3,3,
Khớp háng toàn phần không xi măng,B000305,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/135/138 (độ), ổ cối công nghệ in 3D loại 2",Khớp háng toàn phần 35,4,"79,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,4.00,50,2,2,
Khớp háng toàn phần không xi măng,B000305,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/135/138 (độ), ổ cối công nghệ in 3D loại 1",Khớp háng toàn phần 36,5,"82,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,124.29,70,87,87,
Khớp háng toàn phần không xi măng,B000307,"Bộ khớp háng toàn phần không xi măng, góc cổ chuôi 133/135/138 (độ), chỏm 32/36mm loại 2",Khớp háng toàn phần 37,4,"77,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,0.00,10,0,0,
Khớp háng toàn phần không xi măng,B000333,Bộ khớp háng toàn phần không xi măng cấu trúc 3D,Khớp háng toàn phần 38,5,"98,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,136.00,50,68,68,
Khớp háng toàn phần không xi măng,B000338,Bộ khớp háng toàn phần không xi măng loại 6,Khớp háng toàn phần 39,5,"88,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,59.17,120,71,71,
Khớp háng toàn phần không xi măng,B000339,Bộ khớp háng toàn phần không xi măng loại 7,Khớp háng toàn phần 40,5,"78,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,65.71,70,46,46,
Khớp háng toàn phần không xi măng,B000340,Bộ khớp háng toàn phần không xi măng chuyển động đôi loại 1,Khớp háng toàn phần 41,6,"87,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,2.86,35,1,1,
Khớp háng toàn phần không xi măng,B000341,Bộ khớp háng toàn phần không xi măng chuyển động đôi loại 2,Khớp háng toàn phần 42,6,"94,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,0.00,35,0,0,
Khớp háng toàn phần không xi măng,B000342,Bộ khớp háng toàn phần không xi măng loại 13,Khớp háng toàn phần 43,5,"61,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,0.00,35,0,0,
Khớp háng toàn phần không xi măng,B000452,Bộ khớp háng toàn phần 2 trục linh động loại 1,Khớp háng toàn phần 44,6,"78,750,000",CÔNG TY TNHH XUẤT NHẬP KHẨU HOÀNG NĂM,Corin Ltd,Vương quốc Liên hiệp Anh,35.56,45,16,16,
Khớp háng toàn phần không xi măng,B000591,Bộ khớp háng toàn phần không xi măng loại 5,Khớp háng toàn phần 45,5,"69,470,000",CÔNG TY TNHH XUẤT NHẬP KHẨU HOÀNG NĂM,Corin Ltd,Vương quốc Liên hiệp Anh,42.22,45,19,19,
Khớp háng toàn phần không xi măng,B000590,Bộ khớp háng toàn phần 2 trục linh động loại 2,Khớp háng toàn phần 46,6,"74,750,000",CÔNG TY TNHH XUẤT NHẬP KHẨU HOÀNG NĂM,Corin Ltd,Vương quốc Liên hiệp Anh,20.00,60,12,12,
Khớp háng toàn phần không xi măng,B000530,Bộ Khớp háng toàn phần không xi măng chuôi dài loại thẳng góc cổ 130 độ,Khớp háng toàn phần 47,6,"73,500,000",TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM -CTCP,United orthopedic Corporation,Đài Loan,10.00,20,2,2,
Khớp háng toàn phần không xi măng,B000500,Bộ khớp háng toàn phần không xi măng góc cổ 130 độ (kích thước chỏm 28/32/36) loại 1,Khớp háng toàn phần 48,6,"63,800,000",TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM -CTCP,United orthopedic Corporation,Đài Loan,35.00,20,7,7,
Khớp háng toàn phần không xi măng,B000502,Bộ khớp háng toàn phần không xi măng góc cổ 130 độ,Khớp háng toàn phần 49,6,"75,850,000",TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM -CTCP,United orthopedic Corporation,Đài Loan,97.50,80,78,78,
Khớp háng toàn phần không xi măng,B000504,Bộ khớp háng toàn phần không xi măng góc cổ 130 độ (kích thước chỏm 28/32/36) loại 2,Khớp háng toàn phần 50,6,"55,000,000",TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM -CTCP,United orthopedic Corporation,Đài Loan,0.00,10,0,0,
Khớp háng toàn phần không xi măng,B000587,Bộ Khớp háng toàn phần không xi măng chuôi dài loại thẳng góc cổ 130 độ (kích thước chỏm 28/32/36) loại 2,Khớp háng toàn phần 51,6,"82,300,000",TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM -CTCP,United orthopedic Corporation,Đài Loan,40.00,10,4,4,
Khớp háng toàn phần không xi măng,B000588,Bộ Khớp háng toàn phần không xi măng chuôi dài loại thẳng góc cổ 130 độ (kích thước chỏm 28/32/36/40) loại 3,Khớp háng toàn phần 52,6,"94,300,000",TỔNG CÔNG TY THIẾT BỊ Y TẾ VIỆT NAM -CTCP,United orthopedic Corporation,Đài Loan,70.00,10,7,7,
"Khớp vai các loại, các cỡ",B000649,"Khớp vai toàn phần Hybrid, dạng module, chuôi có xi măng, chảo nghịch đảo",Khớp vai 1,8,"80,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,0.00,2,0,0,
"Khớp vai các loại, các cỡ",B000650,Khớp vai toàn phần Hybrid. dạng module. chuôi có xi măng. lớp lót PE,Khớp vai 2,8,"81,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,0.00,2,0,0,
"Khớp vai các loại, các cỡ",B000325,Bộ khớp vai bán phần có xi măng,Khớp vai 3,5,"65,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,0.00,10,0,0,
"Khớp vai các loại, các cỡ",B000326,Bộ khớp vai bán phần không xi măng,Khớp vai 4,4,"72,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,0.00,10,0,0,
"Khớp vai các loại, các cỡ",B000328,Bộ khớp vai toàn phần không xi măng,Khớp vai 5,6,"131,000,000",CÔNG TY TNHH IDS MEDICAL SYSTEMS VIỆT NAM,Lima Corporate S.p.A,Ý,130.00,10,13,13,
