Nhóm,Mã,Bộ ,Tên,Thành phần trong 1 bộ ,Đơn giá bộ ,Công ty ,Hãng,Nước sản xuất,% thầu 2025,SL thầu,2025,Tổng,SL thầu năm trước
"Stent động mạch chi các loại, các cỡ",A27041,Khung giá đỡ (stent) động mạch đùi có màng bọc sinh học vĩnh viễn,A27041,1,"22,000,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ NGỌC LAM,CID S.p.A,Italy,80.00,30,24,24,
"Stent động mạch chi các loại, các cỡ",A27111,Khung giá đỡ (stent) nhớ hình nong mạch máu ngoại vi,A27111,1,"22,000,000",CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VNT,EV3 Inc,Mỹ,72.00,200,144,144,
"Stent động mạch chi các loại, các cỡ",A27151,Khung giá đỡ (Stent) sử dụng cho động mạch dưới gối loại phủ thuốc,A27151,1,"36,300,000",CÔNG TY CỔ PHẦN THƯƠNG MẠI Y TẾ TÂM VIỆT,Life Vascular Devices Biotech S.L (iVascular),Tây Ban Nha,5.00,20,1,1,
"Stent động mạch chi các loại, các cỡ",A27161,Stent mạch ngoại vi loại tự bung,A27161,1,"28,500,000",CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VNT,EV3 Inc,Mỹ,51.00,100,51,51,
"Stent động mạch cảnh các loại, các cỡ",A27081,Khung giá đỡ (stent) mạch cảnh,A27081,1,"26,500,000",CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VNT,EV3 Inc,Mỹ,112.00,300,336,336,
"Stent graft động mạch chủ ngực các loại, các cỡ",A21011,Bộ stent graft cho động mạch chủ ngực,A21011,1,"265,000,000",CÔNG TY CỔ PHẦN THƯƠNG MẠI Y TẾ TÂM VIỆT,Bolton Medical Inc,Hoa Kỳ,0.00,5,0,0,
"Stent graft động mạch chủ ngực các loại, các cỡ",A21041,"Bộ stent graft cho động mạch chủ ngực phủ ái nước, kèm phụ kiện",A21041,1,"280,000,000",CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP VẬT TƯ Y TẾ,Medtronic Ireland,Ireland,83.33,30,25,25,
"Stent graft động mạch chủ ngực các loại, các cỡ",A21031,"Bộ stent graft cho động mạch chủ ngực thuôn dài, đường kính lớn",A21031,1,"265,000,000",CÔNG TY CỔ PHẦN THƯƠNG MẠI CỔNG VÀNG,Jotec GmbH,Đức,90.00,10,9,9,
"Stent graft động mạch chủ ngực các loại, các cỡ",A21111,Bộ stent Graft có nhánh bên dùng cho động mạch chủ ngực - bụng,A21111,1,"650,000,000",CÔNG TY CỔ PHẦN THƯƠNG MẠI CỔNG VÀNG,Jotec GmbH,Đức,0.00,2,0,0,
"Stent graft động mạch chủ ngực các loại, các cỡ",A02201,Hệ thống khung giá đỡ động mạch kèm đoạn mạch nhân tạo,A02201,1,"325,000,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM THỐNG NHẤT,Jotec GmbH,Đức,0.00,3,0,0,
"Stent graft động mạch chủ ngực các loại, các cỡ",A21101,Stent graft nối dài cho động mạch chủ ngực,A21101,1,"60,000,000",CÔNG TY CỔ PHẦN THƯƠNG MẠI Y TẾ TÂM VIỆT,Bolton Medical Inc,Mỹ,0.00,10,0,0,
"Stent graft động mạch chủ bụng các loại, các cỡ",A21021,Bộ stent graft cho động mạch chủ bụng không đối xứng kèm phụ kiện,A21021,1,"290,000,000",CÔNG TY CỔ PHẦN THƯƠNG MẠI CỔNG VÀNG,Jotec GmbH,Đức,112.00,25,28,28,
"Stent graft động mạch chủ bụng các loại, các cỡ",A21051,Bộ stent graft điều trị phình động mạch chủ bụng,A21051,1,"340,000,000",CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP VẬT TƯ Y TẾ,Medtronic Ireland,Ireland,120.00,25,30,30,
"Stent graft động mạch chủ bụng các loại, các cỡ",A21071,Stent Graft bổ sung cho điều trị phình động mạch chủ các loại,A21071,1,"84,000,000",CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP VẬT TƯ Y TẾ,Medtronic Ireland,Ireland,125.00,20,25,25,
"Stent nội mạch làm thay đổi hướng dòng chảy các loại, các cỡ",A24011,Khung giá đỡ (stent) chuyển hướng dòng chảy cho can thiệp điều trị phình mạch não.,A24011,1,"172,000,000",CÔNG TY CỔ PHẦN THIẾT BỊ VẬT TƯ Y TẾ THANH HÓA,Acandis,Đức,82.31,130,107,107,
"Stent nội mạch làm thay đổi hướng dòng chảy các loại, các cỡ",A24021,Khung giá đỡ (stent) mạch não đổi hướng dòng chảy,A24021,1,"176,000,000",CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VNT,"Micro Therapeutics, Inc. dba ev3 Neurovascular",Mỹ,146.47,170,249,249,
"Stent nội mạch làm thay đổi hướng dòng chảy các loại, các cỡ",A24031,Khung giá đỡ (stent) nội mạch chặn dòng chảy trong túi phình mạch não,A24031,1,"215,000,000",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN Y TẾ VIỆT NHẬT,"MicroVention, Inc.",Hoa Kỳ,0.00,10,0,0,
"Stent nội mạch làm thay đổi hướng dòng chảy các loại, các cỡ",A24041,Khung giá đỡ (Stent) thay đổi dòng chảy,A24041,1,"175,000,000",CÔNG TY TNHH VINACATECH,Phenox GmbH,Đức,123.33,30,37,37,
"Khung giá đỡ (stent có màng bọc, cover stent) các loại, các cỡ",A28011,Khung giá đỡ (stent) có màng bọc dùng cho can thiệp mạch máu,A28011,1,"59,600,000",CÔNG TY CỔ PHẦN CÔNG NGHỆ SINH HỌC KIM HÒA PHÁT,"Bentley 
Innomed GmbH",Đức,52.00,50,26,26,
"Khung giá đỡ (stent có màng bọc, cover stent) các loại, các cỡ",A27031,"Khung giá đỡ (stent) động mạch có màng bọc, bung bằng bóng cho điều trị tổn thương xơ vữa động mạch chậu",A27031,1,"60,000,000",CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ Y TẾ DMEC,ClearStream Technologies LTD,Ireland,60.00,10,6,6,
"Khung giá đỡ (stent có màng bọc, cover stent) các loại, các cỡ",A28031,Khung giá đỡ (Stent) động mạch ngoại biên có màng bọc,A28031,1,"50,000,000",CÔNG TY CỔ PHẦN HANMEDIC VIỆT NAM,Scitech Produtos Medicos SA,Brazil,0.00,5,0,0,
"Khung giá đỡ (stent có màng bọc, cover stent) các loại, các cỡ",A28021,"Khung giá đỡ (stent) động mạch ngoại biên có màng bọc cho điều trị phình, hẹp động mạch.",A28021,1,"75,000,000",CÔNG TY CỔ PHẦN CÔNG NGHỆ SINH HỌC KIM HÒA PHÁT,"Bentley 
Innomed GmbH",Đức,50.00,20,10,10,
"Khung giá đỡ (stent có màng bọc, cover stent) các loại, các cỡ",A26011,Khung giá đỡ (stent) niệu đạo phủ toàn bộ các cỡ,A26011,1,"28,000,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ ĐẠI DƯƠNG,Allium Ltd,Israel,0.00,5,0,0,
"Khung giá đỡ (stent có màng bọc, cover stent) các loại, các cỡ",A26021,Khung giá đỡ (stent) tiền liệt tuyến phủ toàn bộ các cỡ,A26021,1,"28,000,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ ĐẠI DƯƠNG,Allium Ltd,Israel,0.00,5,0,0,
"Giá đỡ (stent) các loại, các cỡ khác",A29011,"Khung giá đỡ (Stent) bắc cầu cho túi phình mạch não cổ rộng, có thể thay đổi kích thước",A29011,1,"37,000,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ ĐẠI DƯƠNG,Rapid Medical Ltd,Israel,0.00,5,0,0,
"Giá đỡ (stent) các loại, các cỡ khác",A27021,Khung giá đỡ (stent) động mạch chậu có màng bọc sinh học vĩnh viễn loại tự nở,A27021,1,"25,000,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ NGỌC LAM,CID S.p.A,Italy,106.67,30,32,32,
"Giá đỡ (stent) các loại, các cỡ khác",A27051,Khung giá đỡ (stent) động mạch ngoại vi dạng lưới đan,A27051,1,"20,000,000",CÔNG TY TNHH THIÊN VIỆT,Optimed Medizinische Instrumente GmbH.,Đức,42.22,45,19,19,
"Giá đỡ (stent) các loại, các cỡ khác",A25011,"Khung giá đỡ (stent) kim loại cho kỹ thuật Tips, chống dịch chuyển.",A25011,1,"28,865,000",CÔNG TY TNHH MỘT THÀNH VIÊN THIẾT BỊ Y TẾ TIẾN PHÁT,"Tae Woong Medical Co., Ltd",Hàn Quốc,43.33,30,13,13,
"Giá đỡ (stent) các loại, các cỡ khác",A25021,"Khung giá đỡ (stent) kim loại đường mật can thiệp qua nội soi tự bung, có gắn thòng lọng để thu hồi Stent khi cần.",A25021,1,"22,000,000",CÔNG TY TNHH MỘT THÀNH VIÊN CVS MEDICAL,"Mediwood Co., Ltd",Hàn Quốc,100.00,10,10,10,
"Giá đỡ (stent) các loại, các cỡ khác",A23061,Khung giá đỡ (Stent) mạch máu thần kinh,A23061,1,"75,000,000",CÔNG TY TNHH VINACATECH,femtos GmbH,Đức,220.00,10,22,22,
"Giá đỡ (stent) các loại, các cỡ khác",A23021,Khung giá đỡ (stent) mạch não tự giãn nở hỗ trợ can thiệp và điều trị phình mạch não và hỗ trợ thả coil,A23021,1,"54,450,000",CÔNG TY CỔ PHẦN Y DƯỢC VÀ CÔNG NGHỆ TUỆ ĐỨC,Acandis,Đức,152.86,70,107,107,
"Giá đỡ (stent) các loại, các cỡ khác",A23031,"Khung giá đỡ (stent) mạch não tự giãn nở, dùng trong điều trị xơ vữa động mạch nội sọ có thể thu hồi",A23031,1,"71,000,000",CÔNG TY CỔ PHẦN Y DƯỢC VÀ CÔNG NGHỆ TUỆ ĐỨC,Acandis,Đức,94.29,70,66,66,
"Giá đỡ (stent) các loại, các cỡ khác",A27121,Khung giá đỡ (stent) tĩnh mạch các cỡ,A27121,1,"46,500,000",CÔNG TY TNHH THIÊN VIỆT,Optimed Medizinische Instrumente GmbH.,Đức,40.00,10,4,4,
"Giá đỡ (stent) các loại, các cỡ khác",A02621,Lưới lọc tĩnh mạch chủ dưới tạm thời,A02621,1,"29,400,000",CÔNG TY TNHH THIÊN VIỆT,"Argon Medical Devices, Inc.",Hoa kỳ,50.00,10,5,5,
"Giá đỡ (stent) các loại, các cỡ khác",A25111,"Stent kim loại đường mật tự bung, có cover",A25111,1,"21,000,000",CÔNG TY TNHH THIẾT BỊ Y TẾ ETC,"M.I.Tech Co., Ltd.",Hàn Quốc,66.00,50,33,33,
"Giá đỡ (stent) các loại, các cỡ khác",A25131,"Stent kim loại đường mật, loại dẫn lưu mật ra dạ dày dưới nội soi siêu âm.",A25131,1,"21,000,000",CÔNG TY TNHH THIẾT BỊ Y TẾ ETC,"M.I.Tech Co., Ltd.",Hàn Quốc,16.00,50,8,8,
"Giá đỡ (stent) các loại, các cỡ khác",A25141,"Stent kim loại đường mật, loại dẫn lưu nang giả tụy",A25141,1,"21,000,000",CÔNG TY TNHH THIẾT BỊ Y TẾ ETC,"M.I.Tech Co., Ltd.",Hàn Quốc,40.00,30,12,12,
"Giá đỡ (stent) các loại, các cỡ khác",A25121,Stent kim loại tá tràng tự bung có cover hoặc không cover,A25121,1,"23,000,000",CÔNG TY TNHH THIẾT BỊ Y TẾ ETC,"M.I.Tech Co., Ltd.",Hàn Quốc,100.00,10,10,10,
"Giá đỡ (stent) các loại, các cỡ khác",A27131,Khung giá đỡ (Stent) kéo huyết khối mạch não có thể thay đổi được kích thước và hình dạng,A27131,1,"40,530,000",CÔNG TY CỔ PHẦN TRANG THIẾT BỊ Y TẾ ĐẠI DƯƠNG,Rapid Medical Ltd,Israel,8.00,50,4,4,
"Giá đỡ (stent) các loại, các cỡ khác",A23041,Khung giá đỡ (stent) sử dụng lấy huyết khối trong điều trị mạch não,A23041,1,"45,000,000",CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VNT,"Micro Therapeutics, Inc. dba ev3 Neurovascular",Mỹ,88.33,60,53,53,
"Giá đỡ (stent) các loại, các cỡ khác",A27141,Khung giá đỡ (Stent) lấy huyết khối mạch máu não,A27141,1,"40,450,000",CÔNG TY TNHH VINACATECH,Phenox GmbH,Đức,90.00,10,9,9,
