Nhóm,Mã,Bộ ,Tên,Thành phần trong 1 bộ ,Đơn giá bộ ,Công ty ,Hãng,Nước sản xuất,% thầu 2025,SL thầu,2025,Tổng,SL thầu năm trước
Khớp háng toàn phần không xi măng,TPKX51,Khớp háng toàn phần không xi măng metal on pe có vitamin e góc cổ 130º,Khớp háng toàn phần không xi măng 51,1,"63,600,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,United orthopedic Corporation,Đài Loan,360.00,5,18,18,
Khớp háng toàn phần không xi măng,TPKX52,"Bộ khớp háng toàn phần 2 trục linh động chiều dài cổ chuôi cố định, chỏm sứ Cocr lót Vitamin E",Khớp háng toàn phần không xi măng 52,1,"88,000,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,Corin Ltd,Anh,80.00,15,12,12,
Khớp háng toàn phần không xi măng,TPKX53,"Bộ khớp háng toàn phần không xi chiều dài cổ chuôi cố định chỏm sứ, lót poly liên kết ngang",Khớp háng toàn phần không xi măng 53,1,"70,000,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,Corin Ltd,Anh,65.00,20,13,13,
Khớp háng toàn phần không xi măng,TPKX54,"Bộ khớp háng toàn phần không xi chiều dài cổ chuôi cố định chỏm sứ, lót sứ",Khớp háng toàn phần không xi măng 54,1,"86,000,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,Corin Ltd,Anh,46.15,13,6,6,
Khớp háng toàn phần không xi măng,TPKX55,"Bộ khớp háng toàn phần không xi chiều dài cổ chuôi cố định chỏm sứ, lót vitamin e",Khớp háng toàn phần không xi măng 55,1,"79,000,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,Corin Ltd,Anh,100.00,25,25,25,
Khớp háng toàn phần không xi măng,TPKX56,"Bộ khớp háng toàn phần không xi chiều dài cổ chuôi cố định, chỏm cocr 32,36mm",Khớp háng toàn phần không xi măng 56,1,"66,000,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,Corin Ltd,Anh,0.00,10,0,0,
Khớp háng toàn phần không xi măng,TPKX57,"Bộ khớp háng toàn phần không xi chiều dài cổ chuôi cố định, chỏm cr 32,36mm, lót vitamin E",Khớp háng toàn phần không xi măng 57,1,"70,000,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,Corin Ltd,Anh,25.71,35,9,9,
Khớp háng toàn phần không xi măng,TPKX58,"Bộ khớp háng toàn phần không xi măng, góc cổ thân chuôi 130 độ, chuôi phủ calcium phosphate, ceramic on ceramic",Khớp háng toàn phần không xi măng 58,1,"85,000,000",Công Ty Cổ Phần Trang Thiết Bị Y Tế Cổng Vàng,Link,Đức,100.00,20,20,20,
Khớp háng toàn phần không xi măng,TPKX59,"Bộ khớp háng toàn phần không xi măng, góc cổ thân chuôi 130 độ, chuôi phủ calcium phosphate, ceramic on pe",Khớp háng toàn phần không xi măng 59,1,"65,000,000",Công Ty Cổ Phần Trang Thiết Bị Y Tế Cổng Vàng,Link,Đức,17.14,35,6,6,
Khớp háng toàn phần không xi măng,TPKX60,"Bộ khớp háng toàn phần không xi măng, góc cổ thân chuôi 130 độ, chuôi phủ calcium phosphate, metal on pe",Khớp háng toàn phần không xi măng 60,1,"57,000,000",Công Ty Cổ Phần Trang Thiết Bị Y Tế Cổng Vàng,Link,Đức,4.00,25,1,1,
Khớp háng toàn phần không xi măng,TPKX61,"Bộ khớp háng toàn phần không xi măng, lớp đệm có vitamin E",Khớp háng toàn phần không xi măng 61,1,"75,000,000",Công ty Cổ Phần Thương Mại Dịch Vụ Hải Đăng Vàng,Mathys,Thụy Sỹ,100.00,8,8,8,
Khớp vai,KV1,Khớp vai toàn phần không xi măng,Khớp vai 1,1,"133,000,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Lima Corporate S.p.A,Ý,0.00,3,0,0,
