Nhóm,Mã,Bộ ,Tên,Thành phần trong 1 bộ ,Đơn giá bộ ,Công ty ,Hãng,Nước sản xuất,% thầu 2025,SL thầu,2025,Tổng,SL thầu năm trước
Khớp háng bán phần không xi măng,BPKX4,"Khớp háng bán phần không xi măng, loại chuôi dạng mô đun, dài 200mm, cổ dài 50,60,70mm tuỳ chỉnh 360 độ, các cỡ",Khớp háng bán phần không xi măng 4,1,"88,000,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,"CHLB Đức, G7",0.00,3,0,0,
Khớp háng bán phần không xi măng,BPKX5,"Bộ khớp háng bán phần không xi góc 135 độ chuôi phủ ha chỏm 22, 28",Khớp háng bán phần không xi măng 5,1,"45,560,000",Công ty Cổ phần Thiết bị Y tế Việt Sing, Smith&Nephew,"Mỹ, Đức, Thụy Sỹ",50.00,22,11,11,
Khớp háng bán phần không xi măng,BPKX6,"Khớp háng bán phần chuôi dài không xi măng có rãnh lớn và nhỏ, cung cấp độ ổn định dọc và xoay, chuôi chất liệu titanium, góc 131 và 125. chỏm cobalt chiều dài chuôi 190, 240 và 300mm",Khớp háng bán phần không xi măng 6,1,"70,360,000",Công ty Cổ phần Thiết bị Y tế Việt Sing, Smith&Nephew,"Mỹ, Đức, Thụy Sỹ",0.00,10,0,0,
Khớp háng bán phần không xi măng,BPKX7,Bộ khớp háng bán phần không xi chuôi dài,Khớp háng bán phần không xi măng 7,1,"68,900,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Signature,Ireland,0.00,5,0,0,
Khớp háng bán phần không xi măng,BPKX8,Bộ khớp háng bán phần không xi măng chuôi 3 điểm tì,Khớp háng bán phần không xi măng 8,1,"47,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Signature,Ireland,80.00,10,8,8,
Khớp háng bán phần không xi măng,BPKX9,Bộ khớp háng  bán phần không xi măng chuôi dài thay lại,Khớp háng bán phần không xi măng 9,1,"82,600,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Biomet Orthopedics,Mỹ,0.00,7,0,0,
Khớp háng bán phần không xi măng,BPKX10,"Bộ khớp háng bán phần không xi măng chuôi nén xương, góc cổ chuôi 138 độ",Khớp háng bán phần không xi măng 10,1,"58,000,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Biomet Orthopedics,Mỹ,0.00,5,0,0,
Khớp háng bán phần không xi măng,BPKX11,Khớp háng bán phần không xi măng tự định tâm,Khớp háng bán phần không xi măng 11,1,"49,000,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Lima Corporate S.p.A,Ý,0.00,10,0,0,
Khớp háng bán phần không xi măng,BPKX12,Khớp háng bán phần không xi măng góc cổ 130º,Khớp háng bán phần không xi măng 12,1,"42,400,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,United orthopedic Corporation,Đài Loan,83.33,6,5,5,
Khớp háng bán phần không xi măng,BPKX13,"Khớp háng bán phần không xi măng, chuôi dài dạng thẳng,cong góc cổ 130º",Khớp háng bán phần không xi măng 13,1,"61,600,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,United orthopedic Corporation,Đài Loan,166.67,6,10,10,
Khớp háng bán phần không xi măng,BPKX14,Bộ khớp háng bán phần không xi chiều dài cổ chuôi cố định,Khớp háng bán phần không xi măng 14,1,"43,400,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,Corin Ltd,Anh,90.00,10,9,9,
Khớp háng bán phần không xi măng,BPKX15,Bộ khớp háng bán phần không xi măng chuôi phủ nhám bề mặt,Khớp háng bán phần không xi măng 15,1,"52,470,000",Công ty Cổ Phần Thương Mại Dịch Vụ Hải Đăng Vàng,Mathys,Thụy Sỹ,100.00,8,8,8,
Khớp háng toàn phần không xi măng,TPKX1,"Bộ khớp háng toàn phần không xi măng loại chuôi dài chống xoay 8 rãnh, ổ cối có bề mặt cố định dạng sợi",Khớp háng toàn phần không xi măng 1,1,"87,000,000",Công ty TNHH Thiết bị y tế Danh,Zimmer Inc; Zimmer GmbH,Mỹ; Thụy Sỹ,100.00,10,10,10,
Khớp háng toàn phần không xi măng,TPKX2,Bộ khớp háng toàn phần không xi măng ổ cối cầu trúc dạng sợi tăng khoảng trống,Khớp háng toàn phần không xi măng 2,1,"71,500,000",Công ty TNHH Thiết bị y tế Danh,Zimmer Inc; Zimmer GmbH,Mỹ; Thụy Sỹ,100.00,68,68,68,
Khớp háng toàn phần không xi măng,TPKX3,Bộ khớp háng toàn phần không xi măng ổ cối cấu trúc dạng xương xốp,Khớp háng toàn phần không xi măng 3,1,"97,000,000",Công ty TNHH Thiết bị y tế Danh,Zimmer Inc; Zimmer GmbH,Mỹ; Thụy Sỹ,116.67,30,35,35,
Khớp háng toàn phần không xi măng,TPKX4,Bộ khớp háng toàn phần không xi măng ổ cối cấu trúc xương xốp không khóa loại 1,Khớp háng toàn phần không xi măng 4,1,"91,000,000",Công ty TNHH Thiết bị y tế Danh,Zimmer Inc; Zimmer GmbH,Mỹ; Thụy Sỹ,100.00,21,21,21,
Khớp háng toàn phần không xi măng,TPKX5,Bộ khớp háng toàn phần không xi măng ổ cối cấu trúc xương xốp không khóa loại 2,Khớp háng toàn phần không xi măng 5,1,"95,000,000",Công ty TNHH Thiết bị y tế Danh,Zimmer Inc; Zimmer GmbH,Mỹ; Thụy Sỹ,1.82,55,1,1,
Khớp háng toàn phần không xi măng,TPKX6,Bộ khớp háng toàn phần không xi măng ổ cối cấu trúc xương xốp không khóa loại 3,Khớp háng toàn phần không xi măng 6,1,"100,000,000",Công ty TNHH Thiết bị y tế Danh,Zimmer Inc; Zimmer GmbH,Mỹ; Thụy Sỹ,117.50,40,47,47,
Khớp háng toàn phần không xi măng,TPKX7,Bộ khớp háng toàn phần không xi ceramic on ceramic phủ ha toàn Bộ,Khớp háng toàn phần không xi măng 7,1,"71,800,000",Công ty TNHH Medison,Johnson & Johnson Mỹ,Mỹ,0.00,10,0,0,
Khớp háng toàn phần không xi măng,TPKX8,Bộ khớp háng toàn phần không xi ceramic on polyethylen phủ ha toàn Bộ,Khớp háng toàn phần không xi măng 8,1,"53,000,000",Công ty TNHH Medison,Johnson & Johnson Mỹ,Mỹ,0.00,10,0,0,
Khớp háng toàn phần không xi măng,TPKX9,Bộ khớp háng toàn phần không xi măng metal on polyethylen,Khớp háng toàn phần không xi măng 9,1,"43,700,000",Công ty TNHH Medison,Johnson & Johnson Mỹ,Mỹ,0.00,5,0,0,
Khớp háng toàn phần không xi măng,TPKX10,"Bộ khớp háng thay lại toàn phần không xi măng, chuôi  dạng mô đun mrp, dài 200mm, ổ cối công nghệ in 3d, ceramic on ceramic",Khớp háng toàn phần không xi măng 10,1,"134,000,000",CÔNG TY TNHH HÀ NỘI IEC,"Peter Brehm, Implantcast","CHLB Đức, G7",0.00,2,0,0,
Khớp háng toàn phần không xi măng,TPKX11,"Bộ khớp háng thay lại toàn phần không xi măng, chuôi  dạng mô đun mrp, dài 260mm cong, có vít chốt đầu xa, ổ cối công nghệ in 3d, ceramic on ceramic",Khớp háng toàn phần không xi măng 11,1,"165,000,000",CÔNG TY TNHH HÀ NỘI IEC,"Peter Brehm, Implantcast","CHLB Đức, G7",0.00,2,0,0,
Khớp háng toàn phần không xi măng,TPKX12,"Bộ khớp háng thay lại toàn phần không xi măng, chuôi  dạng mô đun, dài 260mm cong, có vít chốt đầu xa, ổ cối công nghệ in 3d, ceramic on pe, cross-linked siêu liên kết",Khớp háng toàn phần không xi măng 12,1,"161,000,000",CÔNG TY TNHH HÀ NỘI IEC,"Peter Brehm, Implantcast","CHLB Đức, G7",33.33,3,1,1,
Khớp háng toàn phần không xi măng,TPKX13,"Bộ khớp háng thay lại toàn phần không xi măng, chuôi dạng mô đun, dài 200mm, ổ cối công nghệ in 3d, ceramic on pe, cross-linked siêu liên kết",Khớp háng toàn phần không xi măng 13,1,"130,000,000",CÔNG TY TNHH HÀ NỘI IEC,"Peter Brehm, Implantcast","CHLB Đức, G7",0.00,3,0,0,
Khớp háng toàn phần không xi măng,TPKX14,"Bộ khớp háng thay lại toàn phần không xi măng, dạng mô đun, loại chuôi 260mm cong, có vít chốt đầu xa; cổ khớp cỡ 50,60,70mm tuỳ chỉnh 360 độ xoay quanh trục khớp,  ổ cối đa tầng có đai và móc",Khớp háng toàn phần không xi măng 14,1,"197,000,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,"CHLB Đức, G7",533.33,3,16,16,
Khớp háng toàn phần không xi măng,TPKX15,"Bộ khớp háng toàn phần không xi măng, ceramic on ceramic, góc cổ chuôi 133,135,138 độ, phủ ha chuôi và ổ cối, chỏm 32,36mm",Khớp háng toàn phần không xi măng 15,1,"90,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,"CHLB Đức, G7",60.00,10,6,6,
Khớp háng toàn phần không xi măng,TPKX16,"Bộ khớp háng toàn phần không xi măng, ceramic on pe. cross-linked siêu liên kết, chuôi phủ ha, góc cổ chuôi 133,135,138 độ ổ cối công nghệ in 3d tái tạo cấu trúc xương xốp, chỏm ceramic 32,36mm",Khớp háng toàn phần không xi măng 16,1,"92,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,"CHLB Đức, G7",128.00,25,32,32,
Khớp háng toàn phần không xi măng,TPKX17,"Bộ khớp háng toàn phần không xi măng, ceramic on pe. cross-linked siêu liên kết, phủ ha chuôi và ổ cối,  chỏm ceramic 32,36mm, góc cổ chuôi 133,135,138 độ",Khớp háng toàn phần không xi măng 17,1,"86,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,"CHLB Đức, G7",53.33,15,8,8,
Khớp háng toàn phần không xi măng,TPKX18,"Bộ khớp háng toàn phần không xi măng, chỏm 28,32mm",Khớp háng toàn phần không xi măng 18,1,"60,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,"CHLB Đức, G7",0.00,10,0,0,
Khớp háng toàn phần không xi măng,TPKX19,"Bộ khớp háng toàn phần không xi măng, chuôi phủ ha, góc cổ chuôi 133,135,138 độ, chỏm cocrmo 32mm",Khớp háng toàn phần không xi măng 19,1,"71,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,"CHLB Đức, G7",10.00,20,2,2,
Khớp háng toàn phần không xi măng,TPKX20,"Bộ khớp háng toàn phần không xi măng, ceramic on ceramic chuôi phủ ha, góc cổ chuôi 133,135,138 độ, ổ cối công nghệ in 3D tái tạo cấu trúc xương xốp, chỏm 32,36mm",Khớp háng toàn phần không xi măng 20,1,"96,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,"CHLB Đức, G7",95.00,60,57,57,
Khớp háng toàn phần không xi măng,TPKX21,"Khớp háng thay lại toàn phần không xi măng, dạng mô đun có móc, loại chuôi 200mm, cổ Khớp 50,60,70mm tuỳ chỉnh 360 độ",Khớp háng toàn phần không xi măng 21,1,"166,000,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,"CHLB Đức, G7",366.67,3,11,11,
Khớp háng toàn phần không xi măng,TPKX22,"Khớp háng toàn phần không xi măng ceramic on crosslink siêu liên kết, góc cổ chuôi 133,138 độ",Khớp háng toàn phần không xi măng 22,1,"77,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,"CHLB Đức, G7",75.00,20,15,15,
Khớp háng toàn phần không xi măng,TPKX23,Bộ khớp háng bán phần có xi măng góc 135 độ,Khớp háng toàn phần không xi măng 23,1,"43,280,000",Công ty Cổ phần Thiết bị Y tế Việt Sing,Smith&Nephew; Heraeus Medical,"Mỹ, Thụy Sỹ, Đức, Anh",97.50,40,39,39,
Khớp háng toàn phần không xi măng,TPKX24,"Bộ khớp háng toàn phần không xi măng 131 độ chỏm cocr 28, 32, 36",Khớp háng toàn phần không xi măng 24,1,"64,810,000",Công ty Cổ phần Thiết bị Y tế Việt Sing, Smith&Nephew,"Mỹ, Đức, Thụy Sỹ, Anh",0.00,22,0,0,
Khớp háng toàn phần không xi măng,TPKX25,Bộ khớp háng toàn phần không xi măng chuôi phủ ha góc mở 135 độ,Khớp háng toàn phần không xi măng 25,1,"62,890,000",Công ty Cổ phần Thiết bị Y tế Việt Sing, Smith&Nephew,"Mỹ, Đức, Thụy Sỹ, Anh",4.00,25,1,1,
Khớp háng toàn phần không xi măng,TPKX26,"Khớp háng toàn phần không xi măng chuôi phủ ha góc mở 135 độ, chỏm 32, 36",Khớp háng toàn phần không xi măng 26,1,"80,890,000",Công ty Cổ phần Thiết bị Y tế Việt Sing, Smith&Nephew,"Mỹ, Đức, Thụy Sỹ, Anh",120.00,10,12,12,
Khớp háng toàn phần không xi măng,TPKX27,Bộ khớp háng toàn phần không xi măng chỏm lớn chất liệu sứ,Khớp háng toàn phần không xi măng 27,1,"74,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Signature,Ireland,120.00,10,12,12,
Khớp háng toàn phần không xi măng,TPKX28,Bộ khớp háng toàn phần không xi măng 2 chuyển động,Khớp háng toàn phần không xi măng 28,1,"86,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Signature,Ireland,20.00,20,4,4,
Khớp háng toàn phần không xi măng,TPKX29,Bộ khớp háng toàn phần không xi măng 2 chuyển động chỏm ceramic,Khớp háng toàn phần không xi măng 29,1,"97,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Signature,Ireland,26.67,30,8,8,
Khớp háng toàn phần không xi măng,TPKX30,Bộ khớp háng toàn phần không xi măng ceramic on ceramic,Khớp háng toàn phần không xi măng 30,1,"86,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Signature,Ireland,120.00,15,18,18,
Khớp háng toàn phần không xi măng,TPKX31,Bộ khớp háng toàn phần không xi măng chỏm lớn,Khớp háng toàn phần không xi măng 31,1,"69,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Microport,Mỹ,0.00,10,0,0,
Khớp háng toàn phần không xi măng,TPKX32,"Bộ khớp háng toàn phần không xi măng loại chuôi dài thay lại, có cổ rời kỹ thuật ít xâm lấn",Khớp háng toàn phần không xi măng 32,1,"89,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Microport,Mỹ,0.00,2,0,0,
Khớp háng toàn phần không xi măng,TPKX33,Bộ khớp háng toàn phần không xi măng phủ ha,Khớp háng toàn phần không xi măng 33,1,"63,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Microport,Mỹ,0.00,3,0,0,
Khớp háng toàn phần không xi măng,TPKX34,Bộ khớp háng toàn phần không xi măng phủ ha ceramic,Khớp háng toàn phần không xi măng 34,1,"70,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Microport,Mỹ,10.00,10,1,1,
Khớp háng toàn phần không xi măng,TPKX35,"Bộ khớp háng toàn phần không xi với chuôi cổ liền, phủ plasma, ceramic on ceramic",Khớp háng toàn phần không xi măng 35,1,"91,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Microport,Mỹ,20.00,5,1,1,
Khớp háng toàn phần không xi măng,TPKX36,"Bộ khớp háng toàn phần không xi với chuôi cổ liền, phủ toàn phần HA",Khớp háng toàn phần không xi măng 36,1,"61,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,Microport,Mỹ,0.00,2,0,0,
Khớp háng toàn phần không xi măng,TPKX37,"Khớp háng toàn phần không xi măng  phủ ha, Ceramic on PE",Khớp háng toàn phần không xi măng 37,1,"70,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,b-One,Mỹ,0.00,10,0,0,
Khớp háng toàn phần không xi măng,TPKX38,Khớp háng toàn phần không xi măng porous plasma spray + HA,Khớp háng toàn phần không xi măng 38,1,"63,950,000",Công ty cổ phần đầu tư Tuấn Ngọc Minh,b-One,Mỹ,0.00,5,0,0,
Khớp háng toàn phần không xi măng,TPKX39,"Bộ khớp háng toàn phần không xi măng chuôi nén xương, góc cổ chuôi 138 độ",Khớp háng toàn phần không xi măng 39,1,"63,980,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Biomet Orthopedics,Mỹ,0.00,5,0,0,
Khớp háng toàn phần không xi măng,TPKX40,"Bộ khớp háng toàn phần không xi măng chuôi nén xương, góc cổ chuôi 138 độ, ceramic on polyethylen",Khớp háng toàn phần không xi măng 40,1,"82,500,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Biomet Orthopedics; Biomet UK Limited,Mỹ; Anh,0.00,15,0,0,
Khớp háng toàn phần không xi măng,TPKX41,Bộ khớp háng toàn phần không xi măng loại thay lại,Khớp háng toàn phần không xi măng 41,1,"94,000,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Biomet Orthopedics,Mỹ,0.00,2,0,0,
Khớp háng toàn phần không xi măng,TPKX42,"Bộ khớp háng toàn phần không xi măng ổ cối công nghệ khóa đa điểm, góc cổ chuôi 138 độ",Khớp háng toàn phần không xi măng 42,1,"96,500,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Biomet Orthopedics; Biomet UK Limited,Mỹ; Anh,0.00,5,0,0,
Khớp háng toàn phần không xi măng,TPKX43,Khớp háng toàn phần không xi măng,Khớp háng toàn phần không xi măng 43,1,"63,000,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Lima Corporate S.p.A,Ý,0.00,35,0,0,
Khớp háng toàn phần không xi măng,TPKX44,Khớp háng tòan phần không xi măng ceramic on ceramic,Khớp háng toàn phần không xi măng 44,1,"90,000,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Lima Corporate S.p.A,Ý,0.00,95,0,0,
Khớp háng toàn phần không xi măng,TPKX45,Khớp háng tòan phần không xi măng ceramic on ceramic cấu trúc titan 3D,Khớp háng toàn phần không xi măng 45,1,"100,000,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Lima Corporate S.p.A,Ý,115.00,20,23,23,
Khớp háng toàn phần không xi măng,TPKX46,Khớp háng tòan phần không xi măng ceramic on poly,Khớp háng toàn phần không xi măng 46,1,"80,000,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Lima Corporate S.p.A,Ý,120.00,20,24,24,
Khớp háng toàn phần không xi măng,TPKX47,Khớp háng tòan phần không xi măng chuyển động đôi,Khớp háng toàn phần không xi măng 47,1,"85,000,000",CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CODUPHA,Lima Corporate S.p.A,Ý,7.37,95,7,7,
Khớp háng toàn phần không xi măng,TPKX48,Khớp háng toàn phần không xi măng ceramic on ceramic góc cổ 130º,Khớp háng toàn phần không xi măng 48,1,"87,600,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,United orthopedic Corporation,Đài Loan,115.00,20,23,23,
Khớp háng toàn phần không xi măng,TPKX49,Khớp háng toàn phần không xi măng ceramic on PE có vitamin e góc cổ 130º,Khớp háng toàn phần không xi măng 49,1,"75,600,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,United orthopedic Corporation,Đài Loan,105.88,17,18,18,
Khớp háng toàn phần không xi măng,TPKX50,"Khớp háng toàn phần không xi măng chuôi dài loại thẳng,cong metal on pe có vitamin e góc cổ 130º",Khớp háng toàn phần không xi măng 50,1,"82,800,000",Tổng công ty thiết bị y tế Việt Nam-CTCP,United orthopedic Corporation,Đài Loan,400.00,3,12,12,
