Nhóm,Mã,Bộ ,Tên,Thành phần trong 1 bộ ,Đơn giá bộ ,Công ty ,Hãng,Nước sản xuất,% thầu 2025,SL thầu,2025,Tổng,SL thầu năm trước
Khớp háng toàn phần không xi măng,TPKX35,"Bộ khớp háng toàn phần không xi măng, ceramic on ceramic, góc cổ chuôi 133/135/138 độ, phủ ha chuôi và ổ cối, chỏm 32/36mm",Khớp háng toàn phần không xi măng 35,5,"90,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,4.00,25,1,1,0
Khớp háng toàn phần không xi măng,TPKX36,"Bộ khớp háng toàn phần không xi măng, ceramic on pe. cross-linked siêu liên kết, chuôi phủ ha, góc cổ chuôi 133/135/138 độ ổ cối công nghệ in 3d tái tạo cấu trúc xương xốp, chỏm ceramic 32/36mm",Khớp háng toàn phần không xi măng 36,5,"92,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,32.00,25,8,8,0
Khớp háng toàn phần không xi măng,TPKX37,"Bộ khớp háng toàn phần không xi măng, ceramic on pe. cross-linked siêu liên kết, phủ ha chuôi và ổ cối, chỏm ceramic 32/36mm, góc cổ chuôi 133/135/138 độ",Khớp háng toàn phần không xi măng 37,5,"86,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,28.00,25,7,7,0
Khớp háng toàn phần không xi măng,TPKX38,"Bộ khớp háng toàn phần không xi măng, chỏm 28/32mm",Khớp háng toàn phần không xi măng 38,5,"60,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,13.33,15,2,2,0
Khớp háng toàn phần không xi măng,TPKX39,"Bộ khớp háng toàn phần không xi măng, chuôi phủ ha, góc cổ chuôi 133/135/138 độ, chỏm cocrmo 32mm",Khớp háng toàn phần không xi măng 39,5,"71,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,0.00,25,0,0,0
Khớp háng toàn phần không xi măng,TPKX40,"Bộ khớp háng toàn phần không ximăng, ceramic on ceramic chuôi phủ ha, góc cổ chuôi 133/135/138 độ, ổ cối công nghệ in 3d tái tạo cấu trúc xương xốp, chỏm 32/36mm",Khớp háng toàn phần không xi măng 40,5,"96,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,166.67,15,25,25,0
Khớp háng toàn phần không xi măng,TPKX41,"Khớp háng toàn phần không xi măng ceramic on crosslink siêu liên kết, góc cổ chuôi 133/135/138 độ",Khớp háng toàn phần không xi măng 41,5,"77,000,000",CÔNG TY TNHH HÀ NỘI IEC,Implantcast,Đức,137.50,8,11,11,0
Khớp háng toàn phần không xi măng,TPKX42,"Bộ khớp háng toàn phần không xi măng, lớp đệm có vitamin e",Khớp háng toàn phần không xi măng 42,5,"73,160,000",Công ty Cổ Phần Thương Mại Dịch Vụ Hải Đăng Vàng,Mathys,Thụy Sỹ,0.00,8,0,0,0
Khớp háng toàn phần không xi măng,TPKX43,"Bộ khớp háng toàn phần không xi chiều dài cổ chuôi cố định chỏm sứ, lót poly liên kết ngang",Khớp háng toàn phần không xi măng 43,5,"79,000,000",Công ty TNHH Xuất nhập khẩu Hoàng Năm,Corin Ltd,Anh,180.00,10,18,18,0
Khớp háng toàn phần không xi măng,TPKX44,"Bộ khớp háng toàn phần không xi chiều dài cổ chuôi cố định chỏm sứ, lót sứ",Khớp háng toàn phần không xi măng 44,5,"93,500,000",Công ty TNHH Xuất nhập khẩu Hoàng Năm,Corin Ltd,Anh,69.23,13,9,9,0
Khớp háng toàn phần không xi măng,TPKX45,"Bộ khớp háng toàn phần không xi chiều dài cổ chuôi cố định chỏm sứ, lót vitamin e",Khớp háng toàn phần không xi măng 45,5,"88,900,000",Công ty TNHH Xuất nhập khẩu Hoàng Năm,Corin Ltd,Anh,36.00,25,9,9,0
Khớp háng toàn phần không xi măng,TPKX46,"Bộ khớp háng toàn phần không xi chiều dài cổ chuôi cố định, chỏm cr 32/36mm, lót vitamine",Khớp háng toàn phần không xi măng 46,5,"75,900,000",Công ty TNHH Xuất nhập khẩu Hoàng Năm,Corin Ltd,Anh,68.57,35,24,24,0
Khớp háng toàn phần không xi măng,TPKX47,"Khớp háng toàn phần 2 trục linh động chiều dài cổ chuôi cố định, chỏm sứ/cocr, lót vitamin e",Khớp háng toàn phần không xi măng 47,5,"92,200,000",Công ty TNHH Xuất nhập khẩu Hoàng Năm,Corin Ltd,Anh,20.00,15,3,3,0
Khớp háng toàn phần không xi măng,TPKX48,"Khớp háng toàn phần không xi chiều dài cổ chuôi cố định, chỏm cocr 32/36mm",Khớp háng toàn phần không xi măng 48,5,"66,000,000",Công ty TNHH Xuất nhập khẩu Hoàng Năm,Corin Ltd,Anh,0.00,10,0,0,0
Khớp háng toàn phần không xi măng,TPKX49,"Bộ khớp háng toàn phần không xi măng chuôi nén xương, góc cổ chuôi 138 độ",Khớp háng toàn phần không xi măng 49,0,"65,000,000",Công ty TNHH Trang Thiết Bị Y Tế và Tư Vấn Môi Trường Tâm Thy,Biomet Orthopedics,Mỹ,0.00,10,0,0,0
Khớp háng toàn phần không xi măng,TPKX50,"Bộ khớp háng toàn phần không xi măng chuôi nén xương, góc cổ chuôi 138 độ, Ceramic on Polyethylen",Khớp háng toàn phần không xi măng 50,0,"88,000,000",Công ty TNHH Trang Thiết Bị Y Tế và Tư Vấn Môi Trường Tâm Thy,Biomet Orthopedics; Biomet UK Limited,Mỹ/ Anh,0.00,25,0,0,0
Khớp háng toàn phần không xi măng,TPKX51,Bộ khớp háng toàn phần không xi măng loại thay lại,Khớp háng toàn phần không xi măng 51,0,"94,800,000",Công ty TNHH Trang Thiết Bị Y Tế và Tư Vấn Môi Trường Tâm Thy,Biomet Orthopedics,Mỹ,0.00,3,0,0,0
Khớp háng toàn phần không xi măng,TPKX52,"Bộ khớp háng toàn phần không xi măng ổ cối công nghệ khóa đa điểm, góc cổ chuôi 138 độ",Khớp háng toàn phần không xi măng 52,0,"97,000,000",Công ty TNHH Trang Thiết Bị Y Tế và Tư Vấn Môi Trường Tâm Thy,Biomet Orthopedics,Mỹ,0.00,20,0,0,0
Khớp háng toàn phần không xi măng,TPKX53,"Bộ khớp háng thay lại toàn phần không xi măng, chuôi dạng mô đun, dài 260mm cong, có vít chốt đầu xa, ổ cối công nghệ in 3d, ceramic on pe, cross-linked siêu liên kết",Khớp háng toàn phần không xi măng 53,0,"161,000,000",CÔNG TY TNHH HÀ NỘI IEC,"Peter Brehm, Implantcast",Đức,33.33,3,1,1,0
Khớp háng toàn phần không xi măng,TPKX54,"Bộ khớp háng thay lại toàn phần không xi măng, chuôi dạng mô đun, dài 200mm, ổ cối công nghệ in 3d, ceramic on pe, cross-linked siêu liên kết",Khớp háng toàn phần không xi măng 54,0,"130,000,000",CÔNG TY TNHH HÀ NỘI IEC,"Peter Brehm, Implantcast",Đức,0.00,5,0,0,0
Khớp háng toàn phần không xi măng,TPKX55,"Bộ khớp háng thay lại toàn phần không xi măng, dạng mô đun, loại chuôi 260mm cong, có vít chốt đầu xa; cổ khớp cỡ 50/60/70mm tuỳ chỉnh 360 độ xoay quanh trục khớp, ổ cối đa tầng có đai và móc",Khớp háng toàn phần không xi măng 55,0,"197,000,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,Đức,0.00,3,0,0,0
Khớp háng toàn phần không xi măng,TPKX56,"Khớp háng thay lại toàn phần không xi măng, dạng mô đun có móc, loại chuôi 140-200mm, cổ khớp 50/60/70mm tuỳ chỉnh 360 độ",Khớp háng toàn phần không xi măng 56,0,"166,000,000",CÔNG TY TNHH HÀ NỘI IEC,Peter Brehm,Đức,0.00,5,0,0,0
Khớp vai,KV1,Bộ khớp vai bán phần,Khớp vai ,4,"46,000,000",Công ty TNHH Thiết bị y tế Danh,"Zimmer, Osartis","Mỹ, Đức",0.00,15,0,0,0
